Brand,UniqueID,Range (Km),Efficiency (Wh/km),Acceleration (0-100),Battery (kWh),FastCharge (kW),Cargo (L),Price_per_Range (/km),Germany_Price(€),Segment
Opel,3221,335,152,8.1,50.8,79.0,267.0,93.0,31490.0,B - Compact
Lucid,3274,610,193,2.0,118.0,190.0,910.0,414.0,250000.0,F - Luxury
BMW,2097,395,164,8.6,64.7,86.0,525.0,135.0,49400.0,C - Medium
Mercedes,1013,150,187,7.9,28.0,0.0,501.0,256.0,39151.0,C - Medium
Mini,1163,180,161,7.3,28.9,43.0,211.0,179.0,32500.0,B - Compact
Mercedes,3407,460,185,5.5,85.0,208.0,667.0,141.0,62178.0,D - Large
MG,3468,435,171,6.2,74.4,80.0,388.0,87.0,,C - Medium
Volvo,1909,275,178,5.7,49.0,80.0,325.0,137.0,39790.0,B - Compact
Volvo,3479,365,178,8.3,65.0,101.0,325.0,104.0,,B - Compact
Volkswagen,1273,410,188,8.5,77.0,124.0,543.0,116.0,48691.0,C - Medium
Mercedes,2131,320,281,12.1,90.0,96.0,1.0,267.0,62010.0,N - Passenger Van
Opel,3051,285,178,9.0,50.8,79.0,310.0,124.0,36740.0,B - Compact
BMW,3204,435,154,6.0,67.1,95.0,470.0,136.0,57600.0,D - Large
BMW,1785,430,156,6.0,67.0,95.0,470.0,134.0,56500.0,D - Large
Lexus,3294,395,182,4.6,72.0,110.0,522.0,166.0,63000.0,D - Large
Lexus,3293,400,180,7.5,72.0,110.0,522.0,144.0,57100.0,D - Large
Changan,3368,365,186,5.5,68.0,130.0,651.0,124.0,44990.0,C - Medium
BMW,3207,465,175,3.7,81.3,130.0,470.0,167.0,72900.0,D - Large
Tesla,1194,530,179,3.8,95.0,110.0,894.0,155.0,79990.0,F - Luxury
Volkswagen,1532,350,166,7.3,58.0,75.0,385.0,129.0,43995.0,C - Medium
BMW,2201,450,181,3.9,81.3,130.0,470.0,173.0,72100.0,D - Large
Opel,3037,370,197,9.0,73.0,90.0,550.0,120.0,46950.0,C - Medium
Tesla,1324,535,183,2.8,98.0,125.0,894.0,194.0,98990.0,F - Luxury
Alpine,2269,305,170,6.4,52.0,75.0,326.0,132.0,41900.0,B - Compact
Mitsubishi,3335,480,181,7.9,87.0,95.0,545.0,98.0,47990.0,C - Medium
MG,3247,500,193,5.4,96.5,250.0,697.0,110.0,,D - Large
Tesla,3386,475,200,2.9,95.0,140.0,608.0,265.0,125970.0,F - Luxury
Kia,1482,400,185,5.2,74.0,196.0,500.0,146.0,55980.0,C - Medium
Toyota,3134,385,179,7.4,69.0,110.0,452.0,128.0,47990.0,C - Medium
BYD,1783,355,243,4.6,86.4,108.0,235.0,199.0,71400.0,E - Executive
Porsche,2084,470,202,5.2,94.9,186.0,624.0,180.0,84100.0,D - Large
Porsche,2098,495,166,4.8,82.3,195.0,491.0,207.0,101500.0,F - Luxury
MG,3245,530,182,4.9,96.5,250.0,475.0,98.0,,D - Large
Ford,2169,440,180,5.3,79.0,135.0,536.0,127.0,52430.0,C - Medium
Tesla,1323,555,177,3.8,98.0,125.0,894.0,156.0,81990.0,F - Luxury
MG,3471,325,162,9.5,52.8,75.0,577.0,90.0,,C - Medium
Hyundai,3440,520,154,5.1,80.0,196.0,416.0,118.0,61550.0,D - Large
Leapmotor,3232,305,180,8.0,55.0,100.0,430.0,95.0,29900.0,C - Medium
Tesla,1198,440,216,4.6,95.0,110.0,,206.0,85990.0,F - Luxury
Volkswagen,1489,285,182,10.9,52.0,70.0,543.0,146.0,36950.0,C - Medium
BMW,1004,115,163,7.2,18.8,40.0,260.0,297.0,34950.0,B - Compact
Tesla,1031,405,199,5.6,80.8,95.0,895.0,220.0,87400.0,F - Luxury
Tesla,3106,455,165,4.3,75.0,124.0,971.0,142.0,61970.0,D - Large
VinFast,1807,405,217,5.9,87.7,105.0,376.0,128.0,52990.0,D - Large
Citroen,3048,325,156,9.1,50.8,79.0,380.0,109.0,34100.0,C - Medium
Peugeot,3223,335,152,8.2,50.8,79.0,309.0,105.0,37525.0,B - Compact
Nissan,3365,330,160,8.6,52.9,71.0,437.0,108.0,35950.0,C - Medium
Tesla,1408,465,204,2.9,95.0,140.0,608.0,280.0,125970.0,F - Luxury
Hyundai,3067,505,210,9.4,106.0,195.0,426.0,139.0,68500.0,F - Luxury
MG,3467,360,171,7.5,61.7,110.0,388.0,96.0,,C - Medium
Nissan,1020,170,165,11.5,28.0,45.0,370.0,191.0,33960.0,C - Medium
Volkswagen,1189,205,158,11.9,32.3,29.0,250.0,118.0,21421.0,A - Mini
Skoda,3372,445,173,6.6,77.0,120.0,470.0,104.0,46450.0,C - Medium
Volvo,1188,335,224,4.9,75.0,97.0,450.0,173.0,60437.0,C - Medium
MG,1540,265,185,8.6,49.0,50.0,448.0,133.0,33990.0,B - Compact
Audi,2215,490,194,6.6,94.9,186.0,590.0,145.0,68800.0,D - Large
Ford,3452,470,168,6.4,79.0,135.0,572.0,103.0,51400.0,D - Large
Volvo,3480,365,178,5.3,65.0,101.0,325.0,110.0,,B - Compact
Mercedes,2194,655,180,5.7,118.0,160.0,620.0,185.0,113359.0,F - Luxury
Skoda,3096,360,164,8.1,59.0,110.0,585.0,121.0,44400.0,C - Medium
Mercedes,3240,555,173,6.1,96.0,141.0,430.0,132.0,71412.0,E - Executive
Renault,1026,140,166,13.5,23.3,33.0,338.0,134.0,,B - Compact
Smart,1090,100,167,11.5,16.7,0.0,260.0,215.0,21940.0,A - Mini
Smart,1667,335,185,6.7,62.0,90.0,338.0,124.0,42490.0,B - Compact
Hyundai,3463,385,168,8.1,64.8,70.0,493.0,106.0,41340.0,B - Compact
MG,1313,290,168,7.7,48.8,60.0,464.0,103.0,,C - Medium
Mercedes,1989,345,193,8.0,66.5,100.0,495.0,174.0,55519.0,C - Medium
GWM,2091,260,175,8.3,45.4,45.0,228.0,123.0,26990.0,C - Medium
Kia,1993,425,226,5.3,96.0,196.0,385.0,193.0,82380.0,F - Luxury
Mercedes,3397,555,153,5.0,85.0,208.0,556.0,116.0,61653.0,D - Large
Skoda,1281,425,181,6.9,77.0,103.0,585.0,126.0,49050.0,C - Medium
XPENG,2181,365,179,6.9,65.3,140.0,571.0,123.0,43600.0,D - Large
Volkswagen,2027,285,182,9.0,52.0,87.0,543.0,141.0,40335.0,C - Medium
Citroen,3047,285,162,9.9,46.3,74.0,380.0,114.0,31900.0,C - Medium
Mercedes,2205,555,173,6.5,96.0,141.0,430.0,136.0,71412.0,E - Executive
Leapmotor,3040,355,197,7.5,69.9,70.0,467.0,107.0,37600.0,D - Large
Suzuki,3213,310,193,7.4,59.8,60.0,238.0,126.0,39490.0,B - Compact
Citroen,3230,375,197,8.9,73.7,90.0,565.0,104.0,42590.0,C - Medium
XPENG,1825,480,194,6.4,93.1,212.0,731.0,132.0,63600.0,E - Executive
Polestar,1818,470,168,6.2,79.0,110.0,446.0,112.0,49975.0,D - Large
Volkswagen,3252,435,182,5.4,79.0,135.0,543.0,129.0,53255.0,C - Medium
Skoda,3100,470,164,6.7,77.0,120.0,570.0,107.0,51150.0,C - Medium
Nissan,3203,330,158,8.0,52.0,75.0,326.0,98.0,32990.0,B - Compact
MG,3469,325,190,3.8,61.7,90.0,388.0,120.0,,C - Medium
Volkswagen,2157,380,226,6.5,86.0,145.0,1.0,196.0,74928.0,N - Passenger Van
Citroen,1706,285,162,9.7,46.3,74.0,510.0,129.0,35275.0,C - Medium
Kia,3079,395,203,3.5,80.0,205.0,500.0,175.0,69990.0,C - Medium
Volkswagen,1627,410,188,10.4,77.0,124.0,543.0,126.0,,C - Medium
NIO,1787,500,180,4.0,90.0,100.0,386.0,140.0,68500.0,E - Executive
Renault,3126,245,163,9.2,40.0,55.0,420.0,112.0,29400.0,B - Compact
Peugeot,1584,270,171,8.5,46.3,74.0,434.0,146.0,37900.0,B - Compact
Voyah,2049,480,208,4.4,100.0,80.0,622.0,112.0,,E - Executive
Opel,3220,290,160,8.7,46.3,74.0,267.0,102.0,29990.0,B - Compact
Volvo,1797,400,198,7.3,79.0,110.0,441.0,131.0,53000.0,C - Medium
Volkswagen,3249,285,182,9.0,52.0,87.0,543.0,142.0,40335.0,C - Medium
Audi,3055,465,163,6.0,75.8,150.0,529.0,146.0,64450.0,E - Executive
Aiways,1261,315,190,7.5,60.0,75.0,432.0,121.0,35993.0,C - Medium
Ford,2242,455,174,5.3,79.0,135.0,572.0,128.0,54831.0,D - Large
Kia,1260,375,171,7.8,64.0,61.0,451.0,108.0,38105.0,C - Medium
VinFast,3281,315,189,10.3,59.6,90.0,,113.0,34990.0,D - Large
Volvo,3444,490,186,4.7,91.0,215.0,575.0,143.0,68990.0,D - Large
Tesla,1036,390,207,3.3,80.8,95.0,895.0,300.0,115000.0,F - Luxury
DS,3077,545,178,7.8,97.2,135.0,620.0,115.0,63200.0,D - Large
Mazda,1241,170,176,9.7,30.0,34.0,366.0,198.0,34490.0,C - Medium
MG,2203,395,188,3.2,74.4,85.0,249.0,177.0,69990.0,S - Sports
Hyundai,1829,295,164,8.8,48.4,50.0,493.0,135.0,41990.0,B - Compact
Mercedes,3239,525,170,6.9,89.0,120.0,430.0,128.0,67187.0,E - Executive
Volkswagen,1840,525,164,6.6,86.0,145.0,532.0,114.0,58985.0,E - Executive
Volvo,3129,535,191,5.5,102.0,200.0,468.0,168.0,88990.0,F - Luxury
Volvo,3477,275,178,8.6,49.0,80.0,325.0,120.0,,B - Compact
Polestar,2229,530,202,7.8,107.0,150.0,516.0,150.0,78590.0,E - Executive
Renault,3131,380,158,10.5,60.0,80.0,440.0,96.0,,C - Medium
XPENG,3433,425,172,4.3,73.0,260.0,573.0,127.0,53600.0,E - Executive
BMW,3206,495,164,5.1,81.3,130.0,470.0,132.0,64100.0,D - Large
TOGG,3303,420,202,4.8,85.0,115.0,441.0,117.0,49200.0,C - Medium
BMW,3112,480,169,6.0,81.2,123.0,490.0,157.0,70200.0,E - Executive
BMW,1149,230,165,6.9,37.9,46.0,260.0,183.0,42600.0,B - Compact
NIO,1916,485,186,4.0,90.0,135.0,450.0,146.0,68500.0,E - Executive
Jeep,3181,370,199,8.5,73.7,90.0,550.0,124.0,50400.0,C - Medium
Skoda,3374,455,169,6.7,77.0,120.0,585.0,113.0,51500.0,C - Medium
BMW,3459,390,167,5.6,65.2,95.0,490.0,148.0,56600.0,C - Medium
Tesla,1076,420,226,3.1,95.0,100.0,,374.0,156900.0,F - Luxury
Volvo,1593,350,214,4.9,75.0,97.0,450.0,171.0,56150.0,C - Medium
Citroen,1094,85,171,15.9,14.5,30.0,166.0,252.0,21800.0,A - Mini
Kia,1834,450,213,9.4,96.0,196.0,423.0,155.0,64990.0,F - Luxury
Renault,3218,340,176,8.6,60.0,80.0,545.0,117.0,40400.0,C - Medium
Volvo,3155,420,188,7.3,79.0,110.0,435.0,135.0,57190.0,C - Medium
Mercedes,1559,340,196,8.0,66.5,99.0,495.0,181.0,55519.0,C - Medium
Mercedes,1899,510,175,6.3,89.0,120.0,430.0,157.0,74149.0,E - Executive
Audi,3054,560,169,4.5,94.9,186.0,529.0,150.0,81450.0,E - Executive
Volvo,3324,480,213,5.5,102.0,200.0,703.0,204.0,96190.0,F - Luxury
Kia,3030,345,174,8.7,60.0,150.0,542.0,131.0,44990.0,C - Medium
Ford,3166,200,218,11.0,43.6,80.0,,176.0,35999.0,N - Passenger Van
Porsche,1237,395,180,4.0,71.0,171.0,491.0,272.0,108867.0,F - Luxury
Volkswagen,2030,420,183,5.4,77.0,120.0,543.0,139.0,53255.0,C - Medium
Nissan,2042,225,200,12.6,45.0,50.0,819.0,178.0,39990.0,N - Passenger Van
Hyundai,3069,485,219,5.2,106.0,195.0,390.0,177.0,86750.0,F - Luxury
MG,3419,390,191,5.1,74.3,90.0,776.0,127.0,,C - Medium
Smart,1748,325,191,3.9,62.0,90.0,328.0,152.0,48990.0,B - Compact
Lexus,1943,340,188,7.5,64.0,35.0,316.0,135.0,,C - Medium
Skoda,3373,455,174,5.4,79.0,135.0,470.0,117.0,53050.0,C - Medium
Audi,3053,485,156,6.0,75.8,150.0,529.0,137.0,62800.0,E - Executive
TOGG,3301,265,189,7.4,50.0,70.0,441.0,129.0,34295.0,C - Medium
Ford,3455,430,179,5.3,77.0,120.0,532.0,118.0,52900.0,C - Medium
Hyundai,3462,295,165,9.9,48.6,50.0,493.0,128.0,38340.0,B - Compact
Subaru,3436,420,171,7.3,72.0,110.0,404.0,102.0,,C - Medium
Citroen,1546,205,226,11.7,46.3,74.0,571.0,190.0,37790.0,N - Passenger Van
Toyota,3208,270,177,9.6,47.8,45.0,244.0,123.0,31990.0,B - Compact
Dacia,1319,160,156,19.1,25.0,29.0,300.0,120.0,20490.0,A - Mini
Renault,1536,260,154,10.0,40.0,49.0,440.0,151.0,42000.0,C - Medium
Volvo,2121,400,198,7.3,79.0,110.0,441.0,135.0,55490.0,C - Medium
Alfa,2184,320,159,9.0,50.8,79.0,400.0,122.0,39500.0,B - Compact
BMW,1136,385,192,6.8,74.0,94.0,510.0,175.0,67300.0,D - Large
Audi,2015,395,195,5.4,77.0,120.0,520.0,160.0,59000.0,C - Medium
Polestar,3152,455,174,4.5,79.0,110.0,448.0,127.0,56990.0,D - Large
Toyota,3210,310,193,7.4,59.8,60.0,238.0,136.0,44280.0,B - Compact
Lotus,1767,495,220,4.5,109.0,246.0,657.0,202.0,96990.0,F - Luxury
Mercedes,2196,640,184,4.4,118.0,160.0,620.0,245.0,141705.0,F - Luxury
Nissan,1019,135,163,11.5,22.0,34.0,370.0,213.0,29690.0,C - Medium
Nissan,1301,335,188,7.5,63.0,70.0,468.0,124.0,43490.0,C - Medium
Ford,2167,305,170,8.7,52.0,85.0,536.0,141.0,42500.0,C - Medium
Mini,2190,230,167,7.9,38.5,60.0,300.0,160.0,34900.0,B - Compact
Mini,3058,290,170,5.9,49.2,75.0,200.0,156.0,40650.0,B - Compact
Lotus,3215,465,213,2.8,98.9,328.0,543.0,320.0,145990.0,F - Luxury
Opel,3364,490,198,8.8,96.9,135.0,550.0,104.0,51750.0,C - Medium
Volvo,1539,305,220,7.4,67.0,113.0,450.0,164.0,48650.0,C - Medium
BMW,1590,485,217,3.8,105.2,139.0,500.0,285.0,136100.0,E - Executive
Hongqi,1746,320,239,6.5,76.5,112.0,438.0,219.0,,F - Luxury
Volkswagen,1828,400,193,6.3,77.0,103.0,543.0,147.0,53255.0,C - Medium
Mini,1995,365,177,5.6,64.7,86.0,460.0,125.0,49500.0,C - Medium
XPENG,1826,465,200,3.9,93.1,212.0,731.0,156.0,71600.0,E - Executive
Toyota,2267,265,260,13.3,69.0,77.0,989.0,219.0,58195.0,N - Passenger Van
Porsche,1393,410,173,5.4,71.0,171.0,491.0,218.0,88399.0,F - Luxury
Polestar,1654,375,176,7.4,66.0,113.0,440.0,129.0,47295.0,D - Large
MG,3472,325,162,9.5,52.8,75.0,568.0,99.0,,C - Medium
Opel,1942,315,153,8.1,48.1,76.0,267.0,118.0,38045.0,B - Compact
Volkswagen,3261,500,172,5.5,86.0,145.0,605.0,132.0,64065.0,E - Executive
Volkswagen,1040,125,164,10.4,20.5,41.0,380.0,270.0,34900.0,C - Medium
Volvo,1775,505,212,5.9,107.0,150.0,703.0,187.0,91700.0,F - Luxury
Maxus,1837,360,233,9.2,84.0,103.0,521.0,200.0,68990.0,N - Passenger Van
BMW,1068,165,165,7.3,27.2,46.0,260.0,218.0,36800.0,B - Compact
BMW,1104,165,165,7.3,27.2,46.0,260.0,226.0,37550.0,B - Compact
MG,1944,320,193,3.8,61.7,107.0,363.0,139.0,46990.0,C - Medium
Mini,2191,290,170,7.1,49.2,75.0,300.0,141.0,39550.0,B - Compact
Peugeot,1095,85,171,15.9,14.5,30.0,166.0,250.0,21800.0,A - Mini
Ford,3445,350,166,8.0,58.0,85.0,572.0,119.0,42400.0,D - Large
XPENG,2183,475,184,4.1,87.5,180.0,571.0,111.0,51600.0,D - Large
TOGG,3306,465,183,4.1,85.0,115.0,505.0,105.0,48600.0,D - Large
BMW,3115,465,175,6.1,81.2,123.0,570.0,167.0,72200.0,E - Executive
Audi,2281,395,192,7.0,75.8,150.0,590.0,167.0,63500.0,D - Large
Peugeot,3222,295,157,9.0,46.3,74.0,309.0,115.0,36525.0,B - Compact
Jaguar,1097,380,223,4.8,84.7,83.0,505.0,205.0,77300.0,D - Large
Dongfeng,3035,190,153,12.5,29.0,50.0,326.0,124.0,,B - Compact
Tesla,1037,415,206,3.3,85.5,90.0,895.0,292.0,120300.0,F - Luxury
Opel,1793,310,164,9.3,50.8,79.0,516.0,132.0,43490.0,C - Medium
Polestar,1758,515,208,5.0,107.0,150.0,516.0,168.0,85590.0,E - Executive
Volvo,2123,360,186,7.3,67.0,100.0,435.0,152.0,52690.0,C - Medium
Hyundai,3449,440,182,3.2,80.0,196.0,371.0,172.0,,D - Large
MG,1475,350,200,4.9,70.0,81.0,357.0,148.0,50990.0,C - Medium
XPENG,3277,410,191,6.6,78.2,280.0,731.0,146.0,59600.0,E - Executive
Polestar,3299,530,200,3.2,106.0,210.0,427.0,256.0,141600.0,F - Luxury
Renault,1050,145,161,13.5,23.3,0.0,338.0,148.0,21500.0,B - Compact
Audi,1179,285,182,9.0,52.0,70.0,520.0,173.0,44700.0,C - Medium
Tesla,1326,470,209,3.1,98.0,125.0,,240.0,107990.0,F - Luxury
Lexus,1251,235,191,7.5,45.0,32.0,316.0,198.0,47550.0,C - Medium
Fisker,1712,525,203,3.9,106.5,135.0,476.0,134.0,69950.0,D - Large
BMW,2040,385,168,5.6,64.7,86.0,525.0,159.0,56500.0,C - Medium
Volkswagen,2210,465,166,7.1,77.0,120.0,385.0,92.0,47595.0,C - Medium
Ford,2280,425,214,3.8,91.0,115.0,619.0,175.0,77300.0,D - Large
Renault,1101,160,194,22.4,31.0,0.0,1.0,236.0,38000.0,N - Passenger Van
Hyundai,1239,245,160,9.9,39.2,37.0,361.0,145.0,34850.0,B - Compact
Mercedes,2088,530,223,6.1,118.0,160.0,645.0,247.0,114609.0,F - Luxury
Tesla,3385,490,194,3.9,95.0,140.0,608.0,237.0,115970.0,F - Luxury
Mercedes,1987,350,190,6.0,66.5,100.0,340.0,178.0,56424.0,C - Medium
Cadillac,2243,460,222,5.3,102.0,165.0,793.0,180.0,83000.0,E - Executive
Volvo,3483,330,197,3.7,65.0,101.0,325.0,151.0,,B - Compact
Hyundai,1126,390,164,7.6,64.0,61.0,332.0,101.0,39000.0,B - Compact
KGM,3227,360,224,8.0,80.6,100.0,907.0,131.0,45990.0,N - Passenger Van
Kia,3288,230,209,12.8,48.0,75.0,1.0,166.0,38290.0,N - Passenger Van
Volvo,1801,400,198,4.7,79.0,110.0,450.0,154.0,61400.0,C - Medium
Peugeot,3465,355,164,7.2,58.3,80.0,468.0,115.0,,C - Medium
Citroen,2224,240,183,12.9,43.8,62.0,460.0,110.0,26490.0,B - Compact
Volvo,3160,385,205,4.8,79.0,110.0,441.0,151.0,59590.0,C - Medium
Volkswagen,3251,435,177,6.6,77.0,120.0,543.0,117.0,49020.0,C - Medium
Volkswagen,3254,455,169,6.7,77.0,120.0,549.0,115.0,51270.0,C - Medium
Tesla,1053,395,216,5.0,85.5,90.0,,287.0,113300.0,F - Luxury
Audi,1247,295,219,6.8,64.7,114.0,677.0,244.0,71350.0,E - Executive
Volkswagen,2118,470,164,6.6,77.0,125.0,605.0,117.0,54795.0,E - Executive
Volvo,1800,420,188,7.3,79.0,110.0,450.0,128.0,54450.0,C - Medium
Renault,1128,250,164,11.4,41.0,0.0,338.0,132.0,35900.0,B - Compact
Jaguar,1812,380,223,4.8,84.7,83.0,532.0,235.0,92400.0,D - Large
Ford,2241,455,169,6.4,77.0,120.0,572.0,112.0,50911.0,D - Large
Zeekr,3081,380,189,6.0,72.0,240.0,605.0,145.0,55950.0,D - Large
Tesla,1175,435,218,4.9,95.0,100.0,,216.0,91000.0,F - Luxury
Mercedes,2090,530,223,4.7,118.0,160.0,645.0,303.0,147923.0,F - Luxury
Volvo,2120,345,194,7.3,67.0,100.0,441.0,144.0,49990.0,C - Medium
Porsche,2083,495,192,5.7,94.9,186.0,624.0,165.0,80700.0,D - Large
Polestar,2226,475,166,6.2,79.0,110.0,448.0,112.0,52690.0,D - Large
Tesla,1052,335,216,5.2,72.5,80.0,,283.0,93500.0,F - Luxury
Volkswagen,1203,450,171,7.9,77.0,103.0,385.0,96.0,41995.0,C - Medium
Hyundai,1479,365,192,5.2,70.0,179.0,555.0,143.0,49900.0,C - Medium
Skoda,3375,460,172,5.4,79.0,135.0,585.0,125.0,58600.0,C - Medium
Skoda,1190,205,158,12.3,32.3,29.0,250.0,110.0,24534.0,A - Mini
Mercedes,2086,490,241,4.4,118.0,160.0,440.0,441.0,200634.0,F - Luxury
Hongqi,3138,550,173,5.8,95.3,210.0,468.0,107.0,,E - Executive
Subaru,3434,370,186,5.1,69.0,110.0,421.0,132.0,,C - Medium
BMW,3460,405,161,8.6,65.2,95.0,525.0,137.0,55100.0,C - Medium
Tesla,1071,380,191,4.6,72.5,80.0,895.0,189.0,69970.0,F - Luxury
Jaguar,1287,380,223,4.8,84.7,83.0,505.0,207.0,76815.0,D - Large
Volvo,1592,330,203,7.4,67.0,113.0,450.0,146.0,45080.0,C - Medium
Audi,1660,280,231,6.8,64.7,114.0,722.0,251.0,69100.0,E - Executive
Ford,1671,440,207,5.8,91.0,84.0,619.0,165.0,69700.0,D - Large
Skoda,2019,335,173,8.7,58.0,82.0,585.0,133.0,44200.0,C - Medium
Kia,3196,420,229,4.6,96.0,194.0,385.0,217.0,89990.0,F - Luxury
Porsche,3399,495,218,2.5,108.0,290.0,837.0,328.0,165500.0,E - Executive
MG,3470,260,161,9.6,41.9,65.0,577.0,104.0,,C - Medium
Mitsubishi,1096,85,171,15.9,14.5,30.0,166.0,310.0,23790.0,A - Mini
Volvo,1798,385,205,4.8,79.0,110.0,441.0,155.0,59950.0,C - Medium
Toyota,3209,330,181,8.7,59.8,60.0,238.0,116.0,38990.0,B - Compact
Lucid,1316,665,168,3.0,112.0,174.0,910.0,196.0,129000.0,F - Luxury
Mercedes,1697,395,168,8.6,66.5,99.0,340.0,137.0,50777.0,C - Medium
Smart,2000,350,177,3.7,62.0,90.0,385.0,145.0,50990.0,B - Compact
Volkswagen,3259,470,164,6.6,77.0,125.0,605.0,117.0,54905.0,E - Executive
Lightyear,1166,550,109,10.0,60.0,60.0,640.0,548.0,297500.0,F - Luxury
Peugeot,1206,260,178,8.5,46.3,74.0,434.0,143.0,35450.0,B - Compact
NIO,1786,410,179,4.0,73.5,110.0,386.0,149.0,59500.0,E - Executive
Polestar,1820,450,176,4.2,79.0,110.0,446.0,139.0,58775.0,D - Large
BYD,1917,265,169,12.3,44.9,50.0,345.0,113.0,,C - Medium
Renault,2068,340,176,8.6,60.0,80.0,545.0,124.0,41400.0,C - Medium
BMW,1907,420,193,3.8,81.2,123.0,490.0,255.0,99500.0,E - Executive
Mercedes,2195,640,184,4.9,118.0,160.0,620.0,212.0,125378.0,F - Luxury
Porsche,3378,495,192,5.7,94.9,186.0,624.0,166.0,81200.0,D - Large
Volvo,3157,400,198,4.6,79.0,110.0,435.0,159.0,64390.0,C - Medium
Volkswagen,3258,500,172,5.5,86.0,145.0,532.0,130.0,63265.0,E - Executive
Volkswagen,1127,275,164,8.9,45.0,45.0,385.0,116.0,31960.0,C - Medium
Smart,2053,335,185,6.7,62.0,90.0,338.0,132.0,44990.0,B - Compact
Audi,1092,365,237,5.7,86.5,147.0,722.0,222.0,80900.0,E - Executive
BMW,1905,520,196,5.5,101.7,149.0,500.0,227.0,115700.0,F - Luxury
Mercedes,1990,345,193,6.2,66.5,100.0,495.0,187.0,58197.0,C - Medium
DS,1791,300,169,9.0,50.8,79.0,350.0,135.0,40540.0,B - Compact
Citroen,3050,335,152,9.1,50.8,79.0,510.0,107.0,34800.0,C - Medium
Porsche,2144,475,204,2.3,97.0,267.0,410.0,496.0,240000.0,F - Luxury
Polestar,3150,405,165,6.4,67.0,100.0,448.0,120.0,48990.0,D - Large
Polestar,3327,500,204,4.7,102.0,200.0,508.0,179.0,,E - Executive
Audi,1356,380,228,5.7,86.5,147.0,677.0,209.0,83750.0,E - Executive
Maserati,1803,420,198,2.7,83.0,217.0,270.0,480.0,198212.0,F - Luxury
Zeekr,1936,360,181,5.6,65.0,101.0,383.0,121.0,,B - Compact
Dacia,2127,160,156,13.7,25.0,29.0,343.0,119.0,18900.0,A - Mini
DS,3078,530,183,5.4,97.2,135.0,620.0,139.0,75000.0,D - Large
Volvo,3482,350,186,5.4,65.0,101.0,325.0,126.0,,B - Compact
Audi,2273,530,179,3.9,94.9,186.0,529.0,199.0,101150.0,E - Executive
Peugeot,1948,295,157,9.0,46.3,74.0,309.0,124.0,35975.0,B - Compact
Porsche,2099,575,169,4.8,97.0,267.0,491.0,186.0,107224.0,F - Luxury
Audi,2248,285,182,9.0,52.0,90.0,520.0,160.0,45600.0,C - Medium
Skoda,3098,450,171,6.7,77.0,120.0,585.0,119.0,51150.0,C - Medium
Mercedes,1240,310,290,12.1,90.0,95.0,1.0,276.0,71626.0,N - Passenger Van
Fiat,1327,135,158,9.0,21.3,40.0,185.0,198.0,30990.0,B - Compact
Volkswagen,1530,275,164,8.9,45.0,71.0,385.0,128.0,,C - Medium
Audi,3052,570,166,4.7,94.9,186.0,529.0,144.0,79800.0,E - Executive
Zeekr,3198,360,181,5.6,65.0,101.0,383.0,121.0,43450.0,B - Compact
Peugeot,1744,300,169,9.8,50.8,79.0,361.0,139.0,44765.0,C - Medium
Mercedes,2046,475,202,6.9,96.0,141.0,520.0,186.0,86811.0,E - Executive
Volkswagen,2158,500,172,5.5,86.0,145.0,605.0,138.0,63955.0,E - Executive
Skoda,3377,470,168,5.4,79.0,135.0,570.0,126.0,60850.0,C - Medium
CUPRA,3262,360,164,7.7,59.0,110.0,385.0,101.0,40450.0,C - Medium
Mercedes,1135,370,216,5.1,80.0,99.0,500.0,201.0,69484.0,D - Large
CUPRA,2234,460,167,7.0,77.0,125.0,385.0,99.0,47250.0,C - Medium
Volvo,2124,420,188,7.3,79.0,110.0,435.0,137.0,57190.0,C - Medium
Peugeot,1745,300,169,10.0,50.8,79.0,548.0,142.0,45765.0,C - Medium
Skoda,2022,435,177,5.5,77.0,120.0,585.0,140.0,61050.0,C - Medium
Opel,2051,290,175,9.0,50.8,79.0,310.0,144.0,44720.0,B - Compact
Smart,2054,355,175,5.8,62.0,90.0,385.0,128.0,46490.0,B - Compact
SEAT,1191,205,158,12.3,32.3,29.0,251.0,116.0,24650.0,A - Mini
NIO,1751,415,177,3.8,73.5,110.0,363.0,201.0,81900.0,F - Luxury
Seres,1804,260,196,8.9,51.0,50.0,318.0,146.0,,C - Medium
Mercedes,1908,225,200,12.6,45.0,50.0,551.0,200.0,39623.0,N - Passenger Van
BMW,3111,500,218,3.8,108.9,150.0,500.0,258.0,124900.0,E - Executive
Maserati,3464,450,219,4.1,98.6,110.0,535.0,247.0,109230.0,E - Executive
Porsche,1116,400,209,2.8,83.7,200.0,450.0,459.0,189668.0,F - Luxury
Mercedes,1986,350,190,7.7,66.5,100.0,340.0,166.0,53520.0,C - Medium
Volkswagen,2153,465,170,5.6,79.0,135.0,385.0,108.0,48725.0,C - Medium
Kia,3123,340,162,7.4,55.0,80.0,435.0,111.0,37590.0,C - Medium
Renault,1077,255,161,13.5,41.0,0.0,338.0,122.0,33200.0,B - Compact
Tesla,1325,480,204,4.6,98.0,125.0,,199.0,90990.0,F - Luxury
Mercedes,2011,590,184,4.3,108.4,169.0,620.0,267.0,141705.0,F - Luxury
Kia,1125,375,171,7.8,64.0,61.0,451.0,106.0,39090.0,C - Medium
